idlink,dataN-2,dataN-1,dataN,eqtype,acmLowerMode,freqband,bandwidth,acmEngine,esN-2,sesN-2,txMaxAN-2,txminAN-2,rxmaxAN-2,rxminAN-2,txMaxBN-2,txminBN-2,rxmaxBN-2,rxminBN-2,esN-1,sesN-1,txMaxAN-1,txminAN-1,rxmaxAN-1,rxminAN-1,txMaxBN-1,txminBN-1,rxmaxBN-1,rxminBN-1,esN,sesN,txMaxAN,txminAN,rxmaxAN,rxminAN,txMaxBN,txminBN,rxmaxBN,rxminBN,lowthr,ptx,RxNominal,Thr_min,label
204214,2018-10-29 04:30:00,2018-10-29 04:45:00,2018-10-29 05:00:00,19,3,23,28,1,29.0,5.0,17.0,13.0,-58.0,-98.0,17.0,13.0,-57.0,-97.0,0.0,0.0,17.0,13.0,-51.0,-79.0,17.0,13.0,-50.0,-81.0,1.0,0.0,17.0,13.0,-50.0,-98.0,17.0,13.0,-49.0,-97.0,-79.5,23.0,-45,-86,0.0
5182,2019-06-06 17:30:00,2019-06-06 17:45:00,2019-06-06 18:00:00,19,9,18,56,0,0.0,0.0,18.0,18.0,-34.0,-36.0,18.0,18.0,-34.0,-36.0,0.0,0.0,18.0,18.0,-35.0,-43.0,18.0,18.0,-35.0,-42.0,10.0,0.0,18.0,18.0,-42.0,-83.0,18.0,18.0,-41.0,-79.0,-64.5,18.0,-33,-84,0.0
334,2018-10-29 11:45:00,2018-10-29 12:00:00,2018-10-29 12:15:00,19,2,23,28,1,0.0,0.0,18.0,18.0,-48.0,-51.0,18.0,18.0,-47.0,-50.0,0.0,0.0,18.0,18.0,-47.0,-52.0,18.0,18.0,-47.0,-52.0,27.0,0.0,22.0,18.0,-52.0,-95.0,22.0,18.0,-52.0,-97.0,-85.0,23.0,-41,-86,0.0
1189727,2019-05-29 05:00:00,2019-05-29 05:15:00,2019-05-29 05:30:00,29,5,18,28,1,8.0,0.0,21.0,18.0,-54.0,-82.0,21.0,18.0,-55.0,-84.0,49.0,23.0,21.0,21.0,-77.0,-82.0,21.0,21.0,-79.0,-85.0,29.0,8.0,21.0,19.0,-65.0,-79.0,21.0,19.0,-66.0,-81.0,-78.5,21.0,-53,-85,0.0
570832,2019-06-12 08:30:00,2019-06-12 08:45:00,2019-06-12 09:00:00,19,7,11,40,0,1.0,0.0,23.0,23.0,-55.0,-73.0,23.0,23.0,-52.0,-71.0,1.0,0.0,23.0,23.0,-56.0,-91.0,23.0,23.0,-54.0,-75.0,16.0,13.0,23.0,23.0,-54.0,-81.0,23.0,23.0,-52.0,-90.0,-72.0,24.0,-55,-85,0.0
19212,2018-09-21 11:00:00,2018-09-21 11:15:00,2018-09-21 11:30:00,19,5,23,28,1,0.0,0.0,16.0,16.0,-44.0,-45.0,16.0,16.0,-44.0,-46.0,0.0,0.0,16.0,16.0,-44.0,-46.0,16.0,16.0,-44.0,-46.0,63.0,27.0,18.0,16.0,-44.0,-92.0,18.0,16.0,-44.0,-93.0,-78.0,21.0,-42,-86,0.0
1170017,2018-09-13 13:45:00,2018-09-13 14:00:00,2018-09-13 14:15:00,19,5,18,28,1,0.0,0.0,19.0,19.0,-49.0,-53.0,19.0,19.0,-47.0,-51.0,0.0,0.0,19.0,19.0,-50.0,-52.0,19.0,19.0,-48.0,-51.0,24.0,0.0,19.0,19.0,-50.0,-96.0,19.0,19.0,-48.0,-97.0,-78.0,21.0,-48,-86,0.0
287076,2019-05-27 04:30:00,2019-05-27 04:45:00,2019-05-27 05:00:00,19,9,11,40,0,0.0,0.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-45.0,-46.0,0.0,0.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-45.0,-46.0,20.0,0.0,22.0,22.0,-44.0,-88.0,22.0,22.0,-45.0,-85.0,-66.5,23.0,-44,-85,0.0
204214,2018-10-29 16:45:00,2018-10-29 17:00:00,2018-10-29 17:15:00,19,3,23,28,1,0.0,0.0,13.0,13.0,-52.0,-53.0,13.0,13.0,-52.0,-53.0,6.0,0.0,17.0,13.0,-52.0,-93.0,17.0,13.0,-52.0,-94.0,26.0,7.0,17.0,13.0,-56.0,-98.0,17.0,13.0,-56.0,-97.0,-79.5,23.0,-45,-86,0.0
247,2019-06-05 17:15:00,2019-06-05 17:30:00,2019-06-05 17:45:00,19,2,18,28,1,0.0,0.0,18.0,18.0,-43.0,-45.0,18.0,18.0,-43.0,-45.0,27.0,4.0,22.0,18.0,-43.0,-97.0,22.0,18.0,-43.0,-86.0,6.0,0.0,22.0,18.0,-45.0,-97.0,22.0,18.0,-45.0,-86.0,-85.0,23.0,-42,-86,0.0
